name,amenity,shop,building,leisure,comuna,lon,lat
Shell,fuel,,,,Cerrillos,-70.721256,-33.5182676
,parking,,,,Cerrillos,-70.7104319,-33.5009094
La Oferta,,supermarket,,,Cerrillos,-70.6875943,-33.48317659999999
Comercial Siad Taleb,,supermarket,,,Cerrillos,-70.6877208,-33.483513200000004
,parking,,,,Cerrillos,-70.7095385,-33.4840762
,parking,,,,Cerrillos,-70.7046494,-33.48157369999999
Total,fuel,,,,Cerrillos,-70.7348463,-33.500052999999994
Shell,fuel,,,,Cerrillos,-70.7102614,-33.51825509999999
Copec,fuel,,,,Cerrillos,-70.7042451,-33.4926079
Shell,fuel,,,,Cerrillos,-70.6978283,-33.485087099999994
Copec Voltex,charging_station,,,,Cerrillos,-70.7055131,-33.49435840000001
Petrobras,fuel,,,,Cerrillos,-70.6873206,-33.482333300000015
Tottus,,supermarket,,,Cerrillos,-70.7180017,-33.5174801
,parking,,,,Cerrillos,-70.7142237,-33.51705309999999
,,mall,yes,,Cerrillos,-70.71759875835785,-33.51702285962344
Lider,,supermarket,yes,,Cerrillos,-70.70909225721945,-33.516237732124374
Mall Plaza Oeste,parking,,,,Cerrillos,-70.71537407115491,-33.51688499629383
Iglesia Cristo Tu Única Esperanza,parking,,,,Cerrillos,-70.70816205369418,-33.51988320738347
Lider,parking,,,,Cerrillos,-70.7091770535271,-33.51720235292894
Mall Plaza Oeste,parking,,,,Cerrillos,-70.71890188746758,-33.51837030364203
Duoc UC Sede Plaza Oeste,university,,,,Cerrillos,-70.71842298143024,-33.51515424592832
Mall Plaza Oeste,parking,,,,Cerrillos,-70.71587344512574,-33.518873942434325
Mall Plaza Oeste,parking,,,,Cerrillos,-70.71385693239814,-33.516777123223214
Mall Plaza Oeste,parking,,,,Cerrillos,-70.7158965490983,-33.52011598708397
Mall Plaza Oeste,parking,,,,Cerrillos,-70.71995087763912,-33.51869390667728
Autoplaza,,,retail,,Cerrillos,-70.72007550885235,-33.51921153671293
,parking,,,,Cerrillos,-70.70114643038441,-33.492094098170135
,parking,,,,Cerrillos,-70.69447559193053,-33.4964330266618
Supermercado Mayorista 10,,supermarket,retail,,Cerrillos,-70.7261808259955,-33.50781221717514
Supermercado Mayorista 10,parking,,,,Cerrillos,-70.72564289295535,-33.50821282219612
,,,retail,,Cerrillos,-70.7128824999315,-33.51728310003286
Petrobras,fuel,,roof,,Cerrillos,-70.70719016198085,-33.519442871463646
Naturalist,,supermarket,yes,,Cerrillos,-70.69662180708973,-33.483324413830694
Ekono,,supermarket,yes,,Cerrillos,-70.72852793164994,-33.49832283993926
Copec,fuel,,roof,,Cerrillos,-70.71695147732628,-33.497979257897455
The Family,car_wash,,yes,,Cerrillos,-70.73017301078553,-33.5042221726262
,,,commercial,,Cerrillos,-70.71965630000254,-33.50447220001442
Kunfu Wash,car_wash,,yes,,Cerrillos,-70.71479225458842,-33.49222931887936
JSP Combustibles,fuel,,roof,,Cerrillos,-70.69849885437546,-33.48569563493462
Copec,fuel,,roof,,Cerrillos,-70.70084689107446,-33.48844093606081
,,,commercial,,Cerrillos,-70.70552183105643,-33.493980901522306
Mall Plaza Oeste,parking,,,,Cerrillos,-70.71734843552913,-33.519517749080876
,parking,,,,Cerrillos,-70.7043445969644,-33.50111383728451
,parking,,,,Cerrillos,-70.70855550787503,-33.48265643229425
,,,retail,,Cerrillos,-70.71033643177212,-33.518594364137684
,parking,,,,Cerrillos,-70.69922162785663,-33.49516010376938
,parking,,,,Cerrillos,-70.69707811209081,-33.492681574123814
,parking,,,,Cerrillos,-70.70029462567659,-33.496420587029625
,parking,,,,Cerrillos,-70.70106143386391,-33.49729047660978
,parking,,,,Cerrillos,-70.71688213630114,-33.51871724915776
,parking,,parking,,Cerrillos,-70.71688195902975,-33.518667227570084
,parking,,,,Cerrillos,-70.71441106317351,-33.5098181559009
,parking,,,,Cerrillos,-70.71197138085236,-33.5065939093985
,parking,,,,Cerrillos,-70.70241310002602,-33.492315500021846
,parking,,,,Cerrillos,-70.70036561677475,-33.490212350470415
,parking,,,,Cerrillos,-70.70147214988312,-33.49060870001465
,parking,,,,Cerrillos,-70.7200851633421,-33.519026069081804
Central Mayorista,,supermarket,yes,,Cerrillos,-70.70805079457703,-33.516622388255676
,parking,,,,Cerrillos,-70.7006198168614,-33.494818623962296
,parking,,,,Cerrillos,-70.70176577974493,-33.50078033720272
,parking,,,,Cerrillos,-70.701488158033,-33.50045557521478
,parking,,,,Cerrillos,-70.70037320512004,-33.499625175304075
,,,commercial,,Cerrillos,-70.70075416369144,-33.500948006552804
,parking,,,,Cerrillos,-70.70068023438604,-33.50087128114557
,parking,,,,Cerrillos,-70.6996803727078,-33.484093757950234
,parking,,,,Cerrillos,-70.70968363797725,-33.488964008959385
,parking,,,,Cerrillos,-70.7092485154379,-33.489153702216534
,parking,,,,Cerrillos,-70.70966847591636,-33.48954512186164
,parking,,,,Cerrillos,-70.71729382136765,-33.50475073737985
,parking,,,,Cerrillos,-70.70432910652207,-33.49818605549492
,parking,,,,Cerrillos,-70.69619638128027,-33.489104378930115
,parking,,,,Cerrillos,-70.6989364281313,-33.49166675855987
Boulevard,,,commercial,,Cerrillos,-70.69372318134089,-33.4848687888486
,parking,,,,Cerrillos,-70.69020875097489,-33.48596702260766
,parking,,,,Cerrillos,-70.6897406968364,-33.48468692234239
,parking,,,,Cerrillos,-70.69738126077496,-33.48574342987766
,parking,,,,Cerrillos,-70.70268760605451,-33.49916700024981
