name,amenity,shop,building,leisure,comuna,lon,lat,tipo_osm,Zcap
,parking,,,,Maipú,-70.77311804948214,-33.5642246790533,parking,25
,parking,,,,Maipú,-70.72486511841176,-33.51134504006494,parking,25
Copec,fuel,,,,Maipú,-70.72365996809516,-33.51962834563002,fuel,10
,parking,,,,Maipú,-70.7323399613937,-33.51905142678592,parking,25
,parking,,,,Maipú,-70.73512933960616,-33.51792121512723,parking,25
,parking,,,,Maipú,-70.73733219609835,-33.520718130665074,parking,25
,parking,,,,Maipú,-70.74192613252269,-33.51999120079564,parking,25
,parking,,,,Maipú,-70.75713831870831,-33.499779364156225,parking,25
,parking,,,,Maipú,-70.75694059587167,-33.50001585284554,parking,25
,parking,,,,Maipú,-70.79166880225054,-33.54920838282485,parking,25
Del Sol Combustibles,fuel,,,,Maipú,-70.78804204942712,-33.50528677683375,fuel,10
,parking,,,,Maipú,-70.76251358158184,-33.56154243155949,parking,25
,parking,,,,Maipú,-70.76340790000903,-33.56119570000865,parking,25
Ambulancias,parking,,,,Maipú,-70.77325278172148,-33.50840036614295,parking,25
Centro Comercial Patio Riesco,,mall,,,Maipú,-70.77148666528106,-33.49095721874728,mall,20
