name,amenity,shop,building,leisure,comuna,lon,lat,tipo_osm,Zcap
,,,commercial,,Quinta Normal,-70.7083882861539,-33.42749542827887,commercial,10
Copec,fuel,,roof,,Quinta Normal,-70.70675530448155,-33.43263282715874,fuel,10
,,,commercial,,Quinta Normal,-70.69376011660688,-33.43135770346529,commercial,10
,,,commercial,,Quinta Normal,-70.69071458563444,-33.4318929169976,commercial,10
,,,commercial,,Quinta Normal,-70.69109422616987,-33.43175855425965,commercial,10
,,,commercial,,Quinta Normal,-70.69125553294698,-33.43172218933677,commercial,10
,,,commercial,,Quinta Normal,-70.69937642285912,-33.431670613839934,commercial,10
,,,retail,,Quinta Normal,-70.71056026510053,-33.43247981814216,retail,6
,,,retail,,Quinta Normal,-70.71609708957907,-33.431616045599284,retail,6
,,,retail,,Quinta Normal,-70.7200546687991,-33.4304994465352,retail,6
,,,retail,,Quinta Normal,-70.71986975003124,-33.43056290005227,retail,6
Lava-Car,car_wash,,yes,,Quinta Normal,-70.68052269297196,-33.42689446757061,car_wash,2
,,,commercial,,Quinta Normal,-70.68946146145605,-33.432580252364026,commercial,10
,,,commercial,,Quinta Normal,-70.7135589422469,-33.43266090159816,commercial,10
,,,commercial,,Quinta Normal,-70.71613044292572,-33.431918893161395,commercial,10
,,,commercial,,Quinta Normal,-70.72002777178012,-33.43086754375074,commercial,10
,parking,,,,Quinta Normal,-70.67926435544715,-33.42536569103421,parking,25
,parking,,,,Quinta Normal,-70.70948065358868,-33.42381433056205,parking,25
Mall chino,,,retail,,Quinta Normal,-70.69175661808141,-33.422799700852906,retail,6
Estacionamiento Tramo 1,parking,,,,Quinta Normal,-70.69694906875196,-33.41352316695817,parking,25
,parking,,,,Quinta Normal,-70.681712500031,-33.42699040006276,parking,25
,parking,,,,Quinta Normal,-70.68981006519984,-33.42117029547199,parking,25
Estadio Esparta,,,,stadium,Quinta Normal,-70.68980956994093,-33.42064179795546,stadium,20
,parking,,,,Quinta Normal,-70.68099208365601,-33.43139025582472,parking,25
