name,amenity,shop,building,leisure,comuna,lon,lat,tipo_osm,Zcap
,parking,,,,Huechuraba,-70.67023307651611,-33.36627809453416,parking,25
,,,retail,,Huechuraba,-70.67009703187705,-33.36274862466729,retail,6
,parking,,,,Huechuraba,-70.67023739098383,-33.36207533532189,parking,25
,parking,,,,Huechuraba,-70.6700878309754,-33.36413240679091,parking,25
,,,commercial,,Huechuraba,-70.62038225452775,-33.390083958071315,commercial,10
,parking,,,,Huechuraba,-70.66993530594486,-33.36532063237417,parking,25
,parking,,,,Huechuraba,-70.6707663115023,-33.364844375691014,parking,25
,,,retail,,Huechuraba,-70.67697776274557,-33.35724092094886,retail,6
,parking,,,,Huechuraba,-70.67091028202411,-33.36631253601303,parking,25
,parking,,,,Huechuraba,-70.66564422576381,-33.35395737472486,parking,25
,parking,,,,Huechuraba,-70.67110197526954,-33.35101742452789,parking,25
,parking,,,,Huechuraba,-70.66995883832868,-33.35318393733892,parking,25
,parking,,,,Huechuraba,-70.67104384274958,-33.35537563107177,parking,25
,parking,,,,Huechuraba,-70.67014515680233,-33.36001133182219,parking,25
,parking,,,,Huechuraba,-70.67057846816118,-33.34572372122148,parking,25
,parking,,,,Huechuraba,-70.67266083041804,-33.36113844214372,parking,25
,parking,,,,Huechuraba,-70.6111966303494,-33.378552964947374,parking,25
,parking,,,,Huechuraba,-70.66639523161278,-33.365216302397684,parking,25
,parking,,,,Huechuraba,-70.67613648809704,-33.35770753351607,parking,25
,parking,,,,Huechuraba,-70.6769113826928,-33.3571352956217,parking,25
MAG Pedro Fontova,,,retail,,Huechuraba,-70.66944928853249,-33.34530828462729,retail,6
,parking,,,,Huechuraba,-70.6696293900955,-33.34525066148168,parking,25
Shell,fuel,,,,Huechuraba,-70.67511277366349,-33.363814576706424,fuel,10
,parking,,,,Huechuraba,-70.6576049212247,-33.37239803025063,parking,25
,parking,,,,Huechuraba,-70.66929203698079,-33.34422465946223,parking,25
,parking,,,,Huechuraba,-70.66526877653617,-33.36571339775526,parking,25
,parking,,,,Huechuraba,-70.67010180164013,-33.362849345318054,parking,25
,parking,,,,Huechuraba,-70.67218466377143,-33.364758203932496,parking,25
,parking,,,,Huechuraba,-70.67744114590181,-33.363332163364454,parking,25
,parking,,,,Huechuraba,-70.63410119989258,-33.37734859998073,parking,25
,parking,,,,Huechuraba,-70.63494849999863,-33.374981000015225,parking,25
,parking,,,,Huechuraba,-70.67104991496524,-33.3542177758944,parking,25
,parking,,,,Huechuraba,-70.66512685433156,-33.35748216254277,parking,25
Lavapro,car_wash,,yes,,Huechuraba,-70.67006944998747,-33.3608820999941,car_wash,2
,parking,,,,Huechuraba,-70.66534312880663,-33.36517241477386,parking,25
,parking,,,,Huechuraba,-70.62403893649146,-33.39281510714443,parking,25
,parking,,,,Huechuraba,-70.61655093037203,-33.39447928229249,parking,25
,parking,,,,Huechuraba,-70.61227478061782,-33.392973896013984,parking,25
,parking,,,,Huechuraba,-70.63952107208782,-33.37965198595855,parking,25
,parking,,,,Huechuraba,-70.69177517520613,-33.353246442658445,parking,25
,,,retail,,Huechuraba,-70.61544207409442,-33.38389524089379,retail,6
,parking,,,,Huechuraba,-70.63568513748045,-33.38096276858591,parking,25
,parking,,,,Huechuraba,-70.63914967090444,-33.38362681571748,parking,25
,parking,,,,Huechuraba,-70.6327856223371,-33.38106747706084,parking,25
,parking,,,,Huechuraba,-70.63264272273865,-33.380460179897604,parking,25
,parking,,,,Huechuraba,-70.62988202479701,-33.381626798994475,parking,25
