name,amenity,shop,building,leisure,comuna,lon,lat,tipo_osm,Zcap
,parking,,,,Ñuñoa,-70.58054576806619,-33.46038148902061,parking,25
,parking,,,,Ñuñoa,-70.58044836123756,-33.45830403862092,parking,25
,parking,,,,Ñuñoa,-70.58031362994134,-33.45740134026352,parking,25
,parking,,,,Ñuñoa,-70.58018481941264,-33.45649134676585,parking,25
,parking,,,,Ñuñoa,-70.58160244393699,-33.46109511733452,parking,25
,,,retail,,Ñuñoa,-70.58452617013019,-33.461787248347186,retail,6
,parking,,,,Ñuñoa,-70.58958982280532,-33.46294095741454,parking,25
,parking,,,,Ñuñoa,-70.58960225913877,-33.46320532359804,parking,25
,parking,,,,Ñuñoa,-70.58381257410622,-33.462511845486674,parking,25
,parking,,,,Ñuñoa,-70.5840119458915,-33.46096956791209,parking,25
,parking,,,,Ñuñoa,-70.59334140947374,-33.45644942446554,parking,25
,parking,,,,Ñuñoa,-70.59324999991046,-33.45645124970165,parking,25
,parking,,,,Ñuñoa,-70.59330595200518,-33.45577514923099,parking,25
,parking,,,,Ñuñoa,-70.5817695044061,-33.460161673391625,parking,25
,parking,,,,Ñuñoa,-70.61310387373919,-33.466063643246706,parking,25
,parking,,,,Ñuñoa,-70.57983213175928,-33.4401626005049,parking,25
,parking,,,,Ñuñoa,-70.58019936337836,-33.4401334740298,parking,25
,parking,,,,Ñuñoa,-70.58457475119975,-33.46246119092007,parking,25
,parking,,,,Ñuñoa,-70.59385987585266,-33.45736827379049,parking,25
,parking,,,,Ñuñoa,-70.59385430205502,-33.45727735765209,parking,25
,parking,,,,Ñuñoa,-70.59384427175684,-33.45710537535478,parking,25
,parking,,,,Ñuñoa,-70.58014805141815,-33.4601275108826,parking,25
,parking,,,,Ñuñoa,-70.58258805285956,-33.459531310801445,parking,25
,parking,,,,Ñuñoa,-70.5834436305567,-33.4600280014817,parking,25
,parking,,,,Ñuñoa,-70.57908986396563,-33.46155550581632,parking,25
,,,retail,,Ñuñoa,-70.57563912230617,-33.46185372390517,retail,6
,,,retail,,Ñuñoa,-70.57545553023755,-33.46187915357135,retail,6
,,,retail,,Ñuñoa,-70.57520189794477,-33.46191464180488,retail,6
,,,retail,,Ñuñoa,-70.57525815721647,-33.46190644706427,retail,6
,,,retail,,Ñuñoa,-70.57531556853095,-33.46189838500852,retail,6
,,,retail,,Ñuñoa,-70.57451852624223,-33.46195405591051,retail,6
,,,retail,,Ñuñoa,-70.57496108957228,-33.462007084782776,retail,6
,,,retail,,Ñuñoa,-70.57490507090463,-33.46202148123053,retail,6
,parking,,,,Ñuñoa,-70.59822295591064,-33.45813376547295,parking,25
Lavado,car_wash,,yes,,Ñuñoa,-70.58648574700939,-33.455828135560566,car_wash,2
,parking,,,,Ñuñoa,-70.58734914997348,-33.455729200367905,parking,25
,parking,,,,Ñuñoa,-70.5787525603755,-33.46892292701419,parking,25
,parking,,,,Ñuñoa,-70.58145551587545,-33.4701339786155,parking,25
,parking,,,,Ñuñoa,-70.5811437313959,-33.46883472489321,parking,25
,parking,,,,Ñuñoa,-70.59468881584051,-33.464043118046334,parking,25
,parking,,,,Ñuñoa,-70.59360849148291,-33.45054286276799,parking,25
,parking,,,,Ñuñoa,-70.59479356824147,-33.45043097430871,parking,25
Lian Wa,fast_food,,commercial,,Ñuñoa,-70.59164708209377,-33.448656984838976,fast_food,13
Farmacias Real,pharmacy,,commercial,,Ñuñoa,-70.59173281804814,-33.44865641494599,pharmacy,13
Brothers Pollos,restaurant,,commercial,,Ñuñoa,-70.59181864999968,-33.44865584999753,restaurant,13
,parking,,,,Ñuñoa,-70.5976460864177,-33.44938017157237,parking,25
,parking,,,,Ñuñoa,-70.59196751955658,-33.45124983166743,parking,25
,parking,,,,Ñuñoa,-70.59583873250763,-33.451032627190806,parking,25
,parking,,,,Ñuñoa,-70.590288410227,-33.44595825580092,parking,25
,,,commercial,,Ñuñoa,-70.58895612056632,-33.45195446844956,commercial,10
,parking,,,,Ñuñoa,-70.58901258489367,-33.452107136009,parking,25
,parking,,,,Ñuñoa,-70.57156242590838,-33.453077972626104,parking,25
,parking,,,,Ñuñoa,-70.5881672101423,-33.464738168660226,parking,25
,parking,,,,Ñuñoa,-70.58983269840633,-33.466781174634825,parking,25
,parking,,,,Ñuñoa,-70.59463139601496,-33.456759386787304,parking,25
,parking,,,,Ñuñoa,-70.61325482814716,-33.45296078382342,parking,25
,,,retail,,Ñuñoa,-70.59854699792052,-33.46370167733642,retail,6
,,,commercial,,Ñuñoa,-70.59786036862589,-33.45466683169746,commercial,10
,parking,,,,Ñuñoa,-70.61299510611562,-33.46640372347654,parking,25
,parking,,,,Ñuñoa,-70.61223026232099,-33.46559078023206,parking,25
,parking,,,,Ñuñoa,-70.6089465813164,-33.46445992703485,parking,25
,parking,,,,Ñuñoa,-70.61194989138535,-33.46499729356033,parking,25
,parking,,,,Ñuñoa,-70.59077737164935,-33.466144521826145,parking,25
,parking,,,,Ñuñoa,-70.59389135498326,-33.46641939023014,parking,25
,parking,,,,Ñuñoa,-70.62880292680497,-33.457906381301946,parking,25
