electro_Dirección,electro_Región,electro_Comuna,electro_lat,electro_lon,electro_Potencia (en kW) Electrolinera,electro_Tipo corriente,electro_Potencia (en kW) cargador,cargadores_iniciales,dpc_name,dpc_amenity,dpc_shop,dpc_building,dpc_leisure,dpc_comuna,dpc_lon,dpc_lat,dpc_tipo_osm,Pcap,distancia_m,Zmax,Z_inicial
av. concha y toro 1149,metropolitana,Puente Alto,-33.60006,-70.57581,60,DC,60,2,Enel X,charging_station,,,,Puente Alto,-70.57581970000001,-33.600052500000004,charging_station,30,1.2256207222083535,40,0
av. concha y toro 555,metropolitana,Puente Alto,-33.60608,-70.57636,22,AC,22,3,Aramco,fuel,,roof,,Puente Alto,-70.57607449377373,-33.60622464882226,fuel,10,30.97192749359497,20,0
avenida camilo henriquez 3692,metropolitana,Puente Alto,-33.56926,-70.55583,"7,4",AC,"7,4",2,Mall Plaza Tobalaba,parking,,,,Puente Alto,-70.55550252579258,-33.56959371720891,parking,25,47.8944556470348,30,0
camilo henriquez 4583,metropolitana,Puente Alto,-33.55784,-70.55931,"43,56",AC,22,2,Copec,fuel,,roof,,Puente Alto,-70.55909766726309,-33.55797090218775,fuel,10,24.48272139858475,20,0
,,,,,,,,0,Mall Chino,,supermarket,,,Puente Alto,-70.5916187,-33.614788399999995,supermarket,10,,18,0
,,,,,,,,0,Santa Isabel,,supermarket,,,Puente Alto,-70.5790997,-33.601922,supermarket,10,,18,0
,,,,,,,,0,Jumbo,,supermarket,,,Puente Alto,-70.5766163,-33.6116427,supermarket,10,,18,0
,,,,,,,,0,Hospital de Niños,hospital,,,,Puente Alto,-70.5813935,-33.5745464,hospital,6,,25,0
,,,,,,,,0,Unimarc,,supermarket,,,Puente Alto,-70.5810433,-33.5807009,supermarket,10,,18,0
,,,,,,,,0,,parking,,,,Puente Alto,-70.5811163,-33.59872779999999,parking,25,,30,0
,,,,,,,,0,Municipalidad de Puente Alto,parking,,,,Puente Alto,-70.5795086,-33.5962691,parking,25,,30,0
,,,,,,,,0,Lider Express,,supermarket,,,Puente Alto,-70.5907026,-33.595362,supermarket,10,,18,0
,,,,,,,,0,Terpel,fuel,,,,Puente Alto,-70.5554601,-33.5621105,fuel,10,,20,0
,,,,,,,,0,,parking,,,,Puente Alto,-70.5552047,-33.5741415,parking,25,,30,0
,,,,,,,,0,Lider,,supermarket,,,Puente Alto,-70.5579298,-33.56731189999999,supermarket,10,,18,0
,,,,,,,,0,Lider,,supermarket,,,Puente Alto,-70.5758353,-33.59930129999999,supermarket,10,,18,0
,,,,,,,,0,Colegio Manquecura Puente Alto,parking,,,,Puente Alto,-70.5424888,-33.563484700000004,parking,25,,30,0
,,,,,,,,0,Mall Plaza Tobalaba,,mall,,,Puente Alto,-70.5574865,-33.56930289999999,mall,20,,50,0
