name,amenity,shop,building,leisure,comuna,lon,lat
Estacionamiento Chuck e Cheese,parking,,,,Lo Barnechea,-70.5183539,-33.3709378
The Mayflower School,parking,,,,Lo Barnechea,-70.5074002,-33.3456433
Valle Escondido,parking,,,,Lo Barnechea,-70.491367,-33.351056500000006
Copec,fuel,,,,Lo Barnechea,-70.5168466,-33.3602065
Valle Nevado,parking,,,,Lo Barnechea,-70.2487994,-33.353696899999996
,parking,,,,Lo Barnechea,-70.5006385,-33.35118889999999
,parking,,,,Lo Barnechea,-70.503255,-33.348705300000006
Estacionamiento Espacio Urbano La Dehesa,parking,,,,Lo Barnechea,-70.5200481,-33.3521363
,parking,,,,Lo Barnechea,-70.5185311,-33.352357399999995
Shell,fuel,,,,Lo Barnechea,-70.5145453,-33.362828799999996
,parking,,,,Lo Barnechea,-70.3238923,-33.311273299999996
Yerba Loca,parking,,,,Lo Barnechea,-70.322605,-33.310113799999996
Yerba Loca,parking,,,,Lo Barnechea,-70.3222112,-33.30921839999999
Unimarc,,supermarket,,,Lo Barnechea,-70.4947454,-33.36448659999999
Jumbo,,supermarket,,,Lo Barnechea,-70.5141162,-33.3572201
Estacionamiento Centro Deportivo Craighouse,parking,,,,Lo Barnechea,-70.5266016,-33.354160300000004
Lider Express,,supermarket,,,Lo Barnechea,-70.5208434,-33.352205
Estacionamiento Paseo El Rodeo de La Dehesa,parking,,,,Lo Barnechea,-70.5212393,-33.3533656
,parking,,,,Lo Barnechea,-70.5176623,-33.35912329999999
Estacionamiento Paseo Los Trapenses,parking,,,,Lo Barnechea,-70.5449804,-33.34295629999999
Jumbo,,supermarket,,,Lo Barnechea,-70.5453356,-33.34312789999999
Estacionamiento Plaza San Enrique,parking,,,,Lo Barnechea,-70.4930237,-33.3633983
Productor,,supermarket,,,Lo Barnechea,-70.5069066,-33.3562516
Cerro Pochoco,parking,,,,Lo Barnechea,-70.4731747,-33.35106499999999
Campamento Base Doite,parking,,,,Lo Barnechea,-70.2836772,-33.3264506
,parking,,,,Lo Barnechea,-70.5017499,-33.3521188
,parking,,,,Lo Barnechea,-70.5013737,-33.35142619999999
Supermercado 10,parking,,,,Lo Barnechea,-70.52101030000001,-33.341893
StripCenter,parking,,,,Lo Barnechea,-70.52153,-33.34093419999999
Hacienda Santa Martina,parking,,,,Lo Barnechea,-70.5380665,-33.276726200000006
Hacienda Santa Martina,parking,,,,Lo Barnechea,-70.5395036,-33.27477110000001
Hacienda Santa Martina,parking,,,,Lo Barnechea,-70.5410491,-33.2758158
,parking,,,,Lo Barnechea,-70.324658,-33.311567
,parking,,,,Lo Barnechea,-70.5447524,-33.2715059
,parking,,,,Lo Barnechea,-70.2489694,-33.3538854
,parking,,,,Lo Barnechea,-70.51546510000001,-33.3606112
,parking,,,,Lo Barnechea,-70.5198302,-33.3285439
Unimarc,,supermarket,,,Lo Barnechea,-70.53977450000001,-33.357060100000005
Mall VIVO Los Trapenses,,mall,,,Lo Barnechea,-70.539912,-33.3567516
Copec,fuel,,,,Lo Barnechea,-70.3170757,-33.3546667
,parking,,,,Lo Barnechea,-70.4441375,-33.372149699999994
Copec,fuel,,,,Lo Barnechea,-70.5400817,-33.35400309999999
,parking,,,,Lo Barnechea,-70.4981066,-33.35500559999999
,parking,,,,Lo Barnechea,-70.5454065,-33.3380524
Petrobras,fuel,,,,Lo Barnechea,-70.5381784,-33.355440400000006
,parking,,,,Lo Barnechea,-70.4983414,-33.33747219999999
,parking,,,,Lo Barnechea,-70.4975939,-33.36013659999999
Jumbo,,supermarket,,,Lo Barnechea,-70.5176094,-33.325600200000004
,car_wash,,,,Lo Barnechea,-70.5399336,-33.354610300000004
Instituto Profesional de Artes Culinarias y Servicios SeDe Santiago Nueva La Dehesa,university,,,,Lo Barnechea,-70.5184551,-33.355650399999995
Santa Isabel,,supermarket,,,Lo Barnechea,-70.5105011,-33.35318629999999
Lider Express,,supermarket,,,Lo Barnechea,-70.5385981,-33.3238862
,parking,,,,Lo Barnechea,-70.53550800000001,-33.3558931
,parking,,,,Lo Barnechea,-70.3171561,-33.355100699999994
,,mall,yes,,Lo Barnechea,-70.51531379223594,-33.35751614457781
