name,amenity,shop,building,leisure,comuna,lon,lat
Copec,fuel,,,,Independencia,-70.679624,-33.4072199
,parking,,,,Independencia,-70.6708675,-33.4193819
Santa Isabel,,supermarket,,,Independencia,-70.6631295,-33.4196105
,parking,,,,Independencia,-70.6561288,-33.4305686
,parking,,,,Independencia,-70.6562708,-33.4300492
Lavado de Autos,car_wash,,,,Independencia,-70.6648165,-33.4148571
Shell,fuel,,,,Independencia,-70.6788829,-33.413369
Petrobras,fuel,,,,Independencia,-70.6811007,-33.40316949999998
Copec,fuel,,,,Independencia,-70.6589201,-33.4294089
Shell,fuel,,,,Independencia,-70.6680461,-33.407159400000005
Copec,fuel,,,,Independencia,-70.6725922,-33.423467599999995
Set7E,fuel,,,,Independencia,-70.6516181,-33.4268332
Escuela de Enfermería,university,,,,Independencia,-70.6545876,-33.418866099999995
,parking,,,,Independencia,-70.6753654,-33.4108091
Jumbo,,supermarket,,,Independencia,-70.6535122,-33.4243612
,parking,,,,Independencia,-70.6559407,-33.4095975
Estadio Santa Laura-Universidad SEK,,,yes,stadium,Independencia,-70.6589740570724,-33.40448596267949
Issa Valentino,,,commercial,,Independencia,-70.65373292512442,-33.42688811595225
Unimarc,,supermarket,yes,,Independencia,-70.65994157627128,-33.40679468118142
Hipódromo Chile,,,,stadium,Independencia,-70.66666821429777,-33.40399161733921
Universidad de Chile (Campus Eloísa Díaz),parking,,,,Independencia,-70.65152177128871,-33.41820117573972
Universidad de Chile (Campus Norte),parking,,,,Independencia,-70.6538694714146,-33.41834656395996
Clínica Dental Universidad de Chile,hospital,,yes,,Independencia,-70.65134807927116,-33.422918799278875
Facultad de Odontología,parking,,,,Independencia,-70.65198605656566,-33.42308595716454
Facultad de Ciencias Químicas y Farmacéuticas,parking,,,,Independencia,-70.65310166899086,-33.42311940810398
Municipalidad de Independencia,parking,,,,Independencia,-70.65417030159526,-33.422263333285464
Universidad de Chile (Campus Eloísa Díaz),university,,,,Independencia,-70.65337217669115,-33.42002153386605
,parking,,,,Independencia,-70.65107807634278,-33.42172704630886
,parking,,,,Independencia,-70.6518666827724,-33.42167122369321
Plaza Vivaceta,,mall,yes,,Independencia,-70.66279782367096,-33.41981941659085
Unimarc,,supermarket,retail,,Independencia,-70.67038204216941,-33.41942135497915
Tottus,,supermarket,yes,,Independencia,-70.66458160408907,-33.41886549259071
Shell,fuel,,roof,,Independencia,-70.66275992104774,-33.42087722210689
Lavado de Vehiculos,car_wash,,yes,,Independencia,-70.67653012330241,-33.41410223920704
Lavado,car_wash,,yes,,Independencia,-70.66804767501188,-33.40738978197663
Supermercado Dandy,,supermarket,yes,,Independencia,-70.66577825001735,-33.41220865000344
Copec,fuel,,roof,,Independencia,-70.66388440000338,-33.418088950001184
,,,commercial,,Independencia,-70.66596630003929,-33.40982290022084
Lider Express,,supermarket,yes,,Independencia,-70.65596684260424,-33.41738854499219
Hospital San José,hospital,,,,Independencia,-70.65372955322955,-33.41651015854161
,,,commercial,,Independencia,-70.66057827916924,-33.40921529788558
Aguas Andinas,,,commercial,,Independencia,-70.66026245668164,-33.40947318553048
,,,commercial,,Independencia,-70.66011052300706,-33.40976553907553
Ahorra Food Depot,,supermarket,yes,,Independencia,-70.65684676409037,-33.417264185304305
,,,commercial,,Independencia,-70.66118364812655,-33.40727037402355
Patio Milade,,,retail,,Independencia,-70.660687252566,-33.40578375329798
,,,commercial,,Independencia,-70.65347641730031,-33.42813218803077
,,,commercial,,Independencia,-70.65524664361014,-33.42207097289652
Copec,fuel,,roof,,Independencia,-70.66178161097639,-33.423888859866906
Acuenta,,supermarket,yes,,Independencia,-70.6619771188583,-33.42269053022306
Mall Barrio Independencia,,mall,,,Independencia,-70.65364660426191,-33.42419705093429
,parking,,,,Independencia,-70.6512274297474,-33.423048019141056
Copec,fuel,,,,Independencia,-70.65796243817914,-33.4130963775989
,parking,,,,Independencia,-70.65122431734966,-33.42281949379823
Hospital de Niños Doctor Roberto del Río,hospital,,yes,,Independencia,-70.65483032070652,-33.41527482525881
,parking,,,,Independencia,-70.6626580502668,-33.420150248534874
,parking,,,,Independencia,-70.65308899416704,-33.41555903041897
,parking,,,,Independencia,-70.65353440763208,-33.415658565349574
,parking,,,,Independencia,-70.67079402559636,-33.40195930396636
,parking,,,,Independencia,-70.66482692349359,-33.4064112887769
Shell,fuel,,,,Independencia,-70.66114467094668,-33.405873503609165
,parking,,,,Independencia,-70.65238893213025,-33.43075146526739
Instituto Nacional del Cáncer,hospital,,,,Independencia,-70.654291400036,-33.41550930062742
,parking,,,,Independencia,-70.65530101075949,-33.42036758362194
,parking,,,,Independencia,-70.65207893407849,-33.42067196349369
,parking,,,,Independencia,-70.65432537733533,-33.42044991199427
,parking,,,,Independencia,-70.65622161107422,-33.43059713300344
,parking,,,,Independencia,-70.65570918182412,-33.43031433939372
,parking,,,,Independencia,-70.65622008157408,-33.4300727501491
,parking,,,,Independencia,-70.65873849221663,-33.42969304285094
,parking,,,,Independencia,-70.67455819020269,-33.40382297772155
Instituto Nacional del Cáncer,hospital,,,,Independencia,-70.65234887490458,-33.418153406191514
,,,office,,Independencia,-70.65515859708846,-33.42121668068433
Lider Express,,supermarket,yes,,Independencia,-70.65562042566303,-33.423556995266
